"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Smarca5"	1.3142601346935e-11	0.483097039561849	0.473	0.516	4.08117199626373e-07	"5"	"Smarca5"
"Cmtm6"	1.33077110838468e-11	0.309089568450044	0.623	0.435	4.13244352286695e-07	"5"	"Cmtm6"
"Qk"	1.53781232785738e-11	0.597030355315207	0.415	0.421	4.77536862169551e-07	"5"	"Qk"
"Tgs1"	1.63916893534917e-11	0.467845390270307	0.484	0.508	5.09011129493977e-07	"5"	"Tgs1"
"Cebpa"	1.64752350225839e-11	0.471109981133892	0.517	0.504	5.11605473156298e-07	"5"	"Cebpa"
"March7"	1.65070380449107e-11	0.414479206361493	0.593	0.434	5.12593052408613e-07	"5"	"March7"
"Chmp4b"	1.77908752126306e-11	0.519501754847639	0.566	0.647	5.52460047977819e-07	"5"	"Chmp4b"
"Aplp2"	1.86595687842523e-11	0.467848303575903	0.753	0.585	5.79435589457387e-07	"5"	"Aplp2"
"Prpf18"	2.02294725120829e-11	0.296670301533761	0.57	0.385	6.28185809917709e-07	"5"	"Prpf18"
"Metrnl"	2.08292285629355e-11	0.590371019193049	0.456	0.465	6.46810034564836e-07	"5"	"Metrnl"
"Emp3"	2.1110618589922e-11	0.872991359347069	0.571	0.359	6.55548039072847e-07	"5"	"Emp3"
"Capn1"	2.16602020718327e-11	0.253258896642207	0.534	0.334	6.7261425493662e-07	"5"	"Capn1"
"Cd48"	2.18889670138899e-11	0.592903621329698	0.552	0.167	6.79718092682323e-07	"5"	"Cd48"
"Gas2l3"	2.19436197367954e-11	0.332692524684757	0.442	0.41	6.81415223686708e-07	"5"	"Gas2l3"
"Sms"	2.25455344298763e-11	0.25293170435791	0.541	0.546	7.00106480650948e-07	"5"	"Sms"
"Arl6ip1"	2.29167225741501e-11	0.902992763139599	0.755	0.728	7.11632986095083e-07	"5"	"Arl6ip1"
"Zfp217"	2.62704442337832e-11	0.257266467583947	0.531	0.349	8.15776104791669e-07	"5"	"Zfp217"
"G3bp1"	2.86819301208175e-11	0.377407885048651	0.485	0.448	8.90659976041744e-07	"5"	"G3bp1"
"Myo1f"	2.99207996446266e-11	0.795069874909387	0.547	0.197	9.29130591364591e-07	"5"	"Myo1f"
"Eif4g3"	3.01788162012239e-11	0.420201447409951	0.462	0.491	9.37142779496606e-07	"5"	"Eif4g3"
"Ubtf"	3.0557047154752e-11	0.461432170606784	0.615	0.428	9.48887985296512e-07	"5"	"Ubtf"
"Rala"	3.1648225713534e-11	0.406962406338115	0.805	0.66	9.82772353082372e-07	"5"	"Rala"
"Rell1"	3.2530570735514e-11	0.278972192302598	0.626	0.505	1.01017181304992e-06	"5"	"Rell1"
"Hpcal1"	3.53804617588904e-11	0.634400757731214	0.647	0.512	1.09866947899882e-06	"5"	"Hpcal1"
"Map3k2"	3.91627603690021e-11	0.328439783880896	0.704	0.548	1.21612119773862e-06	"5"	"Map3k2"
"Irf7"	4.30744648178393e-11	0.530567924147395	0.743	0.628	1.33759135598836e-06	"5"	"Irf7"
"Stxbp2"	4.69777262744638e-11	0.573690967442369	0.614	0.486	1.45879933400092e-06	"5"	"Stxbp2"
"Prdx5"	4.87998133812998e-11	0.376059412205782	0.984	0.935	1.5153806049295e-06	"5"	"Prdx5"
"Taok3"	5.24134508918737e-11	0.602787661938238	0.456	0.441	1.62759489054535e-06	"5"	"Taok3"
"Pa2g4"	5.64214234442835e-11	0.27196627830653	0.966	0.825	1.75205446221534e-06	"5"	"Pa2g4"
"2410089E03Rik"	5.86621193523793e-11	0.255635334229086	0.562	0.335	1.82163479224944e-06	"5"	"2410089E03Rik"
"Ccnl1"	6.14929768860347e-11	0.793759723447219	0.434	0.456	1.90954141124203e-06	"5"	"Ccnl1"
"Eif3j1"	6.19668294523814e-11	0.463179457880523	0.492	0.643	1.9242559549848e-06	"5"	"Eif3j1"
"Cytip"	6.27299351703634e-11	0.48258725247553	0.446	0.185	1.94795267684529e-06	"5"	"Cytip"
"Gsr"	6.37207884019357e-11	0.675195365348768	0.752	0.617	1.97872164224531e-06	"5"	"Gsr"
"Dnm1l"	6.6407876212937e-11	0.417702966860124	0.436	0.425	2.06216378004033e-06	"5"	"Dnm1l"
"Rbm33"	6.98921076911493e-11	0.435032548037953	0.417	0.416	2.17035962013326e-06	"5"	"Rbm33"
"Sfswap"	7.58065071024507e-11	0.368751748074133	0.556	0.333	2.3540194650524e-06	"5"	"Sfswap"
"Fam126a"	7.7268235891231e-11	0.265597465405747	0.539	0.331	2.3994105291304e-06	"5"	"Fam126a"
"Psme1"	7.84582688281617e-11	0.883545112209475	0.858	0.814	2.43636462192091e-06	"5"	"Psme1"
"Vps35"	8.14644209513915e-11	0.460450692238703	0.702	0.585	2.52971466380356e-06	"5"	"Vps35"
"Ccr7"	8.55213036745331e-11	0.275425624442895	0.534	0.095	2.65569304300528e-06	"5"	"Ccr7"
"Rnpep"	8.66683482317012e-11	0.402894136747241	0.513	0.5	2.69131221763902e-06	"5"	"Rnpep"
"Rpl7a"	8.78618176239494e-11	0.840931079579571	1	0.96	2.7283730226765e-06	"5"	"Rpl7a"
"Abcc5"	9.90725374250681e-11	0.360649817392231	0.394	0.342	3.07649950466064e-06	"5"	"Abcc5"
"Esf1"	1.04350090949045e-10	0.346467114975305	0.507	0.527	3.24038337424068e-06	"5"	"Esf1"
"Crlf2"	1.12635264167887e-10	0.407387553068943	0.523	0.53	3.49766285820539e-06	"5"	"Crlf2"
"Sptlc2"	1.14166887860225e-10	0.312526965442586	0.722	0.567	3.54522436872357e-06	"5"	"Sptlc2"
"Commd8"	1.24898059618341e-10	0.397707344235111	0.492	0.51	3.87845944532834e-06	"5"	"Commd8"
"Dennd1c"	1.25145619918911e-10	0.266701908441781	0.545	0.195	3.88614693534194e-06	"5"	"Dennd1c"
"Cdc40"	1.30554630450152e-10	0.442806808708654	0.475	0.45	4.05411293936858e-06	"5"	"Cdc40"
"Scpep1"	1.32188767309782e-10	0.348116137402141	0.64	0.71	4.10485779127067e-06	"5"	"Scpep1"
"Mybbp1a"	1.33172085485433e-10	0.262190141130198	0.458	0.391	4.13539277057916e-06	"5"	"Mybbp1a"
"Ndufa4"	1.40273735771924e-10	0.575820030263134	1	0.995	4.35592031692557e-06	"5"	"Ndufa4"
"Txndc17"	1.40715584421139e-10	0.368884006119343	0.985	0.842	4.36964104302963e-06	"5"	"Txndc17"
"Rab7"	1.41162649126642e-10	0.436612006422852	0.907	0.708	4.38352374332961e-06	"5"	"Rab7"
"Smim14"	1.44305059664758e-10	0.268034882137798	0.997	0.866	4.48110501776974e-06	"5"	"Smim14"
"Sf3b6"	1.46769409908401e-10	0.355326347584833	0.772	0.783	4.55763048588558e-06	"5"	"Sf3b6"
"H2-K1"	1.58479901564308e-10	0.396763735429774	0.869	0.84	4.92127638327646e-06	"5"	"H2-K1"
"Mfsd5"	1.60230727320179e-10	0.27972650155559	0.632	0.449	4.97564477547352e-06	"5"	"Mfsd5"
"Rbm5"	1.63508336536229e-10	0.427977752563864	0.415	0.392	5.0774243744595e-06	"5"	"Rbm5"
"Nav1"	1.70526666676088e-10	0.301878198682946	0.526	0.16	5.29536458029257e-06	"5"	"Nav1"
"Atp6v1e1"	1.7181083830039e-10	0.537157801629079	0.953	0.822	5.33524196174202e-06	"5"	"Atp6v1e1"
"1810058I24Rik"	1.76761520191873e-10	0.357402628821206	0.993	0.852	5.48897548651823e-06	"5"	"1810058I24Rik"
"Ndufa13"	1.82132770077712e-10	0.306342842306898	0.997	0.953	5.65576890922318e-06	"5"	"Ndufa13"
"Csnk2a1"	1.89150617128753e-10	0.474307863014403	0.516	0.56	5.87369411369915e-06	"5"	"Csnk2a1"
"Hpgd"	1.89435974897686e-10	0.461299963698619	0.639	0.71	5.88255532849785e-06	"5"	"Hpgd"
"Ifrd1"	2.13306632744365e-10	0.470412845383398	0.933	0.782	6.62381086661076e-06	"5"	"Ifrd1"
"Tcof1"	2.44661153075167e-10	0.470796542852964	0.435	0.384	7.59746278644315e-06	"5"	"Tcof1"
"Ier5"	2.56162209948868e-10	0.959367312178664	0.464	0.503	7.95460510554218e-06	"5"	"Ier5"
"Fam177a"	2.65321381667682e-10	0.365215676280162	0.548	0.363	8.23902486492652e-06	"5"	"Fam177a"
"Mbnl2"	2.6607779386669e-10	1.14881236919367	0.568	0.488	8.26251373294232e-06	"5"	"Mbnl2"
"Mospd2"	2.72914521658841e-10	0.345476000246086	0.684	0.556	8.47481464107199e-06	"5"	"Mospd2"
"Ppia"	2.76701154359373e-10	0.656305989452727	1	0.998	8.5924009463216e-06	"5"	"Ppia"
"S100a9"	3.02826059120918e-10	0.547639370702868	0.406	0.134	9.40365761388187e-06	"5"	"S100a9"
"Taf1d"	3.12968333738319e-10	0.652443736294212	0.417	0.414	9.71860566757602e-06	"5"	"Taf1d"
"Rcsd1"	3.18749289560404e-10	0.379248440409179	0.53	0.259	9.89812168871924e-06	"5"	"Rcsd1"
"Dopey1"	3.19235397476622e-10	0.27593663751892	0.414	0.308	9.91321679784154e-06	"5"	"Dopey1"
"H2-T23"	3.42840887986411e-10	0.378669280908914	0.652	0.74	1.0646238094642e-05	"5"	"H2-T23"
"Ifngr1"	3.58497822003288e-10	0.627539869832329	0.507	0.613	1.11324328666681e-05	"5"	"Ifngr1"
"Prpf38b"	4.35212888029635e-10	0.717925704456986	0.44	0.444	1.35146658119843e-05	"5"	"Prpf38b"
"Chic2"	4.41800244375314e-10	0.274037872484836	0.662	0.642	1.37192229885866e-05	"5"	"Chic2"
"Cox4i1"	4.46816327278683e-10	0.31131650728598	0.998	0.987	1.38749874109849e-05	"5"	"Cox4i1"
"Slc4a7"	4.53264740395961e-10	0.663599621088716	0.548	0.339	1.40752299835158e-05	"5"	"Slc4a7"
"Cand1"	4.67236493520587e-10	0.288713622171154	0.444	0.396	1.45090948332948e-05	"5"	"Cand1"
"Lars2"	4.70677034334015e-10	0.448663996371365	0.794	0.746	1.46159339471742e-05	"5"	"Lars2"
"Arl5b"	5.03502918007794e-10	0.341400694268565	0.497	0.505	1.5635276112896e-05	"5"	"Arl5b"
"Plekhj1"	5.13626973445647e-10	0.367455037013339	0.824	0.689	1.59496584064077e-05	"5"	"Plekhj1"
"Ttc5"	5.14780769586268e-10	0.319115974182276	0.605	0.488	1.59854872379624e-05	"5"	"Ttc5"
"Eml4"	5.16596528509554e-10	0.277830663644617	0.482	0.47	1.60418719998072e-05	"5"	"Eml4"
"Nr3c1"	5.33306053148855e-10	0.304069832771347	0.554	0.578	1.65607528684314e-05	"5"	"Nr3c1"
"Snx2"	5.51637198098843e-10	0.442341019810703	0.559	0.601	1.71299899125634e-05	"5"	"Snx2"
"Il2rg"	5.63078821284496e-10	0.478937693284262	0.554	0.295	1.74852866373475e-05	"5"	"Il2rg"
"Rassf3"	6.15385786365363e-10	0.43080018090418	0.434	0.435	1.91095748240036e-05	"5"	"Rassf3"
"Lamp1"	6.19161250045201e-10	0.378313981667745	0.858	0.844	1.92268142976536e-05	"5"	"Lamp1"
"Taf6l"	6.36218467124979e-10	0.494547715360002	0.635	0.675	1.9756492059632e-05	"5"	"Taf6l"
"Tgm2"	6.38836247510997e-10	0.874723174023961	0.603	0.48	1.9837781993959e-05	"5"	"Tgm2"
"Etf1"	7.13059614481132e-10	0.497161282343187	0.799	0.63	2.21426402084826e-05	"5"	"Etf1"
"Tkt"	7.2312660796715e-10	0.707368270825826	0.52	0.63	2.24552505572039e-05	"5"	"Tkt"
"Rpl32"	7.44012890881012e-10	0.609484687059723	1	0.99	2.31038323005281e-05	"5"	"Rpl32"
"Kif1b"	8.17307778374736e-10	0.279762943639291	0.607	0.439	2.53798584418707e-05	"5"	"Kif1b"
"Cuta"	9.38893368143927e-10	0.404405949104722	0.949	0.803	2.91554557609734e-05	"5"	"Cuta"
"Rilpl2"	9.89669711582211e-10	0.65781877308094	0.485	0.491	3.07322135537624e-05	"5"	"Rilpl2"
"Paf1"	1.08490647883346e-09	0.282506250700441	0.642	0.468	3.36896008872156e-05	"5"	"Paf1"
"Uhmk1"	1.15322669277538e-09	0.359532532992293	0.431	0.385	3.5811148490754e-05	"5"	"Uhmk1"
"Icam1"	1.35067513011221e-09	0.305629320713805	0.614	0.426	4.19425148153744e-05	"5"	"Icam1"
"Mfsd1"	1.36766921447055e-09	0.598397251127444	0.493	0.471	4.2470232116954e-05	"5"	"Mfsd1"
"Ptp4a2"	1.39617757230148e-09	0.71796064363573	0.446	0.499	4.33555021526778e-05	"5"	"Ptp4a2"
"Psma3"	1.42903214752002e-09	0.278463707930139	0.996	0.928	4.43757352769393e-05	"5"	"Psma3"
"Klhl24"	1.51261612467761e-09	0.390087219359135	0.419	0.354	4.69712685196139e-05	"5"	"Klhl24"
"Rps6ka1"	1.54226724761234e-09	0.465180052620586	0.602	0.422	4.7892024840106e-05	"5"	"Rps6ka1"
"Lcp2"	1.65538235320215e-09	0.730422913708964	0.533	0.141	5.14045882139864e-05	"5"	"Lcp2"
"Tmem268"	1.75676010554977e-09	0.370989517811122	0.446	0.35	5.45526715576372e-05	"5"	"Tmem268"
"Sipa1l1"	1.99930640746337e-09	0.381978818051255	0.479	0.474	6.20844618709599e-05	"5"	"Sipa1l1"
"Rheb"	2.22311203012283e-09	0.379546358904355	0.972	0.81	6.90342978714044e-05	"5"	"Rheb"
"Rps15a"	2.28591264498532e-09	0.642150181117499	0.985	0.97	7.09844453647293e-05	"5"	"Rps15a"
"Supt6"	2.55365259870543e-09	0.338077521256959	0.471	0.439	7.92985741475999e-05	"5"	"Supt6"
"Ypel5"	2.6815514281328e-09	0.258517765024769	0.7	0.527	8.3270216497808e-05	"5"	"Ypel5"
"Mafb"	2.69112267026284e-09	1.33084189223356	0.556	0.456	8.3567432279672e-05	"5"	"Mafb"
"Brk1"	2.81906674249082e-09	0.41559910366586	0.844	0.678	8.75404795545675e-05	"5"	"Brk1"
"Dusp1"	2.87481399514913e-09	0.916642426007875	0.632	0.591	8.92715989913658e-05	"5"	"Dusp1"
"Tax1bp1"	2.89779374321078e-09	0.655418841258127	0.93	0.789	8.99851891079243e-05	"5"	"Tax1bp1"
"Rnf150"	2.97420254181881e-09	0.339320681135316	0.443	0.166	9.23579115310996e-05	"5"	"Rnf150"
"Zeb2"	3.01383733979644e-09	1.11180324689069	0.544	0.266	9.35886909126988e-05	"5"	"Zeb2"
"mt-Nd2"	3.23622505718767e-09	0.383762798299236	0.934	0.912	0.000100494496700849	"5"	"mt-Nd2"
"Eif3c"	3.24147126516967e-09	0.761267245964747	0.777	0.671	0.000100657407197314	"5"	"Eif3c"
"Kdm5a"	3.39422967123164e-09	0.44351749403885	0.567	0.386	0.000105401013980756	"5"	"Kdm5a"
"Rbbp4"	3.41328992284904e-09	0.252846008058493	0.796	0.621	0.000105992891974231	"5"	"Rbbp4"
"Ppm1h"	3.60195446439816e-09	0.463805995274787	0.43	0.296	0.000111851491982956	"5"	"Ppm1h"
"Ndfip1"	3.67845616832694e-09	0.318753799884476	0.985	0.838	0.000114227099395057	"5"	"Ndfip1"
"Ap1ar"	3.8930894066103e-09	0.272753258881403	0.568	0.391	0.00012089210534347	"5"	"Ap1ar"
"Nptn"	3.98816732506321e-09	0.532004025560002	0.619	0.675	0.000123844559945188	"5"	"Nptn"
"Topbp1"	4.19000726937518e-09	0.265855617905072	0.552	0.356	0.000130112295735908	"5"	"Topbp1"
"Npm1"	4.3435416056625e-09	0.809057412255754	0.751	0.747	0.000134879997480638	"5"	"Npm1"
"Uba2"	4.38030142062917e-09	0.367768484193562	0.708	0.564	0.000136021500014798	"5"	"Uba2"
"Ppp6r3"	4.45592938966628e-09	0.365718278218502	0.587	0.431	0.000138369975337307	"5"	"Ppp6r3"
"Dhx36"	4.47668572551455e-09	0.41649764442236	0.613	0.448	0.000139014521834403	"5"	"Dhx36"
"Cxcl16"	4.63946444704776e-09	0.757114099313335	0.455	0.451	0.000144069289474174	"5"	"Cxcl16"
"B2m"	4.7136796774723e-09	0.49668031960458	0.975	0.957	0.000146373895024547	"5"	"B2m"
"Kmt5a"	4.7907583155364e-09	0.33064539380976	0.61	0.464	0.000148767417972352	"5"	"Kmt5a"
"Nme1"	4.83683723578322e-09	0.298425942643389	0.654	0.646	0.000150198306682776	"5"	"Nme1"
"Mmp14"	4.89129075298498e-09	0.441890250444281	0.474	0.465	0.000151889251752442	"5"	"Mmp14"
"Otud5"	4.97615258464935e-09	0.311240966041392	0.431	0.369	0.000154524466211116	"5"	"Otud5"
"Dst"	5.55068398279035e-09	0.260370941517026	0.495	0.486	0.000172365389717589	"5"	"Dst"
"Utp3"	5.62295994517913e-09	0.335767565998146	0.792	0.658	0.000174609775177648	"5"	"Utp3"
"Gripap1"	6.20331437862306e-09	0.31202511512509	0.449	0.42	0.000192631521399382	"5"	"Gripap1"
"Eif4b"	6.78196643122023e-09	0.425781199172244	0.481	0.462	0.000210600403588682	"5"	"Eif4b"
"Ripk1"	7.11781892483316e-09	0.282371398491609	0.491	0.435	0.000221029631072844	"5"	"Ripk1"
"Mycbp2"	7.48657815590466e-09	0.742917666384192	0.444	0.399	0.000232480711475308	"5"	"Mycbp2"
"Crk"	7.56157167541769e-09	0.451989680780035	0.658	0.535	0.000234809485236746	"5"	"Crk"
"H2afj"	7.83157271428006e-09	0.794878537333619	0.988	0.932	0.000243193827496539	"5"	"H2afj"
"Tap1"	8.15014794478649e-09	0.51572963230022	0.448	0.381	0.000253086544129455	"5"	"Tap1"
"Arfgef2"	8.73238215238788e-09	0.31915076105181	0.607	0.478	0.000271166662978101	"5"	"Arfgef2"
"Luc7l2"	9.39319692728838e-09	0.611671759950745	0.48	0.555	0.000291686944183086	"5"	"Luc7l2"
"Rbm39"	9.41835685784213e-09	0.856373389687555	0.624	0.682	0.000292468235506572	"5"	"Rbm39"
"Kif1c"	9.74260379103811e-09	0.450091628260198	0.632	0.458	0.000302537075523107	"5"	"Kif1c"
"Rpl21"	9.76858166788075e-09	0.66687070169223	0.942	0.909	0.000303343766532701	"5"	"Rpl21"
"Btf3"	9.90427494928994e-09	0.332136085252378	0.971	0.915	0.0003075574500003	"5"	"Btf3"
"Atp5h"	1.01328104254082e-08	0.654464473109177	0.983	0.938	0.0003146541621402	"5"	"Atp5h"
"Pabpc1"	1.02860153925173e-08	0.712301342495302	0.656	0.714	0.00031941163598384	"5"	"Pabpc1"
"Pla2g7"	1.0462153214152e-08	0.916781457158314	0.463	0.434	0.000324881243759062	"5"	"Pla2g7"
"Cd93"	1.11393003532048e-08	0.583107717954017	0.528	0.227	0.00034590869386807	"5"	"Cd93"
"Hif1a"	1.12984049473599e-08	0.628397468661335	0.469	0.495	0.000350849368830368	"5"	"Hif1a"
"Srgap2"	1.2116455875118e-08	0.519493888947184	0.419	0.317	0.00037625230429004	"5"	"Srgap2"
"Caprin1"	1.2390520767727e-08	0.421217032769026	0.531	0.549	0.000384762841400226	"5"	"Caprin1"
"Adam15"	1.24068828293345e-08	0.319759246272779	0.546	0.351	0.000385270932499325	"5"	"Adam15"
"Ccdc50"	1.33446218831812e-08	0.566445260144208	0.61	0.666	0.000414390543338425	"5"	"Ccdc50"
"Cox5b"	1.45799164137546e-08	0.290570799161105	1	0.977	0.000452750144396322	"5"	"Cox5b"
"Chd9"	1.51784932851173e-08	0.391224920013981	0.899	0.708	0.000471337751982749	"5"	"Chd9"
"Atp8a1"	1.57439821550261e-08	0.575154599842178	0.433	0.328	0.000488897877860026	"5"	"Atp8a1"
"Anxa11"	1.85357214577501e-08	0.260060049945674	0.491	0.47	0.000575589758427514	"5"	"Anxa11"
"Dot1l"	1.8556972402923e-08	0.329740108329539	0.532	0.316	0.000576249664027968	"5"	"Dot1l"
"P2rx7"	1.92635000938817e-08	0.34780121575837	0.455	0.348	0.000598189468415308	"5"	"P2rx7"
"mt-Nd1"	2.17694941890665e-08	0.356103575684126	0.935	0.936	0.000676008103053083	"5"	"mt-Nd1"
"Hspa14"	2.36771442818612e-08	0.255956739828143	0.466	0.421	0.000735246361384636	"5"	"Hspa14"
"Coa5"	2.44555520753144e-08	0.3234087356953	0.552	0.551	0.000759418258594737	"5"	"Coa5"
"Tspo"	2.6412843466335e-08	0.620606453270819	0.991	0.857	0.000820198028160102	"5"	"Tspo"
"Sh3bp5"	2.69048973460774e-08	0.536340659282225	0.594	0.45	0.00083547777728774	"5"	"Sh3bp5"
"Rpl7"	2.86753664592759e-08	0.586204982278373	0.907	0.875	0.000890456154659896	"5"	"Rpl7"
"Csnk1d"	3.17330103781982e-08	0.412018330062805	0.447	0.382	0.000985405171274189	"5"	"Csnk1d"
"Ywhab"	3.25221562227579e-08	0.664272469908094	0.856	0.749	0.0010099105171853	"5"	"Ywhab"
"Marcks"	3.48523649244787e-08	0.86392472465133	0.56	0.324	0.00108227048799984	"5"	"Marcks"
"Nsmaf"	3.56643450231229e-08	0.374389502130025	0.44	0.332	0.00110748490600303	"5"	"Nsmaf"
"Ostm1"	3.67031364174387e-08	0.350173842699975	0.583	0.429	0.00113974249517072	"5"	"Ostm1"
"Id2"	4.14017408566707e-08	0.355454657982355	0.589	0.764	0.0012856482588222	"5"	"Id2"
"Wwp1"	4.49023089804763e-08	1.01367453186177	0.677	0.616	0.00139435140077073	"5"	"Wwp1"
"Slc25a3"	4.58821861654589e-08	0.773854609991738	0.956	0.833	0.00142477952699599	"5"	"Slc25a3"
"Tlr4"	5.2040649799191e-08	0.257234018179029	0.544	0.2	0.00161601829821428	"5"	"Tlr4"
"Gt(ROSA)26Sor"	5.732882306284e-08	0.31579957916958	0.58	0.41	0.00178023194257037	"5"	"Gt(ROSA)26Sor"
"Nsd1"	6.16391795955053e-08	0.518339655874627	0.47	0.455	0.00191408144397923	"5"	"Nsd1"
"Akr1b10"	6.6945145866826e-08	0.284273420556231	0.583	0.453	0.00207884761460255	"5"	"Akr1b10"
"Ndufa7"	6.89237219540268e-08	0.294808702813073	0.998	0.969	0.0021402883378384	"5"	"Ndufa7"
"Cs"	7.62878162662371e-08	0.282392809980733	0.744	0.546	0.00236896555851546	"5"	"Cs"
"Tmbim1"	8.2920635624685e-08	0.279183909975572	0.716	0.563	0.00257493449805334	"5"	"Tmbim1"
"Bclaf1"	9.37016859285542e-08	0.658227282134966	0.451	0.445	0.00290971845313939	"5"	"Bclaf1"
"Rab8a"	9.42353791435452e-08	0.367591971235809	0.617	0.643	0.00292629122854451	"5"	"Rab8a"
"Pot1b"	1.011077371776e-07	0.284218358362919	0.547	0.385	0.003139698562576	"5"	"Pot1b"
"Ankrd17"	1.04254041516685e-07	0.479450943518852	0.411	0.394	0.00323740075121762	"5"	"Ankrd17"
"Rps5"	1.04570651122542e-07	0.638156502554138	0.996	0.976	0.00324723242930829	"5"	"Rps5"
"Prkacb"	1.18721032448033e-07	0.336251861593013	0.449	0.414	0.00368664422060875	"5"	"Prkacb"
"Adam8"	1.19691978810468e-07	0.539146655033531	0.455	0.248	0.00371679501800146	"5"	"Adam8"
"Shoc2"	1.24222593107723e-07	0.420502768662021	0.446	0.413	0.00385748418377413	"5"	"Shoc2"
"Actr2"	1.26932472385524e-07	0.826355295548387	0.462	0.495	0.00394163406498767	"5"	"Actr2"
"Ppp1r21"	1.37877382508805e-07	0.386354305488004	0.449	0.413	0.00428150635904593	"5"	"Ppp1r21"
"Tmem250-ps"	1.39616842977591e-07	0.314363833801472	0.561	0.373	0.00433552182498313	"5"	"Tmem250-ps"
"Apobec1"	1.51960636774341e-07	1.13040548784904	0.587	0.492	0.00471883365375361	"5"	"Apobec1"
"Ago2"	1.61151483677381e-07	0.274815182227602	0.465	0.433	0.00500423702263371	"5"	"Ago2"
"Ncf4"	1.69400487453916e-07	0.513692427948152	0.536	0.126	0.00526039333690645	"5"	"Ncf4"
"Tmod3"	1.73904189953133e-07	0.518524292497148	0.46	0.44	0.00540024681061464	"5"	"Tmod3"
"Plin2"	1.7666385183688e-07	0.280853951433181	0.814	0.773	0.00548594259109062	"5"	"Plin2"
"Lsm6"	1.83519636107756e-07	0.52442229809741	0.822	0.682	0.00569883526005414	"5"	"Lsm6"
"Rbck1"	1.87410760254935e-07	0.325754287283912	0.52	0.483	0.0058196663381965	"5"	"Rbck1"
"Nf1"	1.91291602830992e-07	0.268363016510243	0.439	0.396	0.00594017814271079	"5"	"Nf1"
"Hnrnph1"	1.91582886467101e-07	0.631666013988455	0.436	0.436	0.00594922337346287	"5"	"Hnrnph1"
"Alkbh5"	1.92701794195864e-07	0.289256999207139	0.581	0.408	0.00598396881516415	"5"	"Alkbh5"
"Selenok"	1.93488711712425e-07	0.323176280873329	1	0.943	0.00600840496480594	"5"	"Selenok"
"Tbc1d10b"	1.96750603146681e-07	0.349236307643659	0.433	0.299	0.00610969647951389	"5"	"Tbc1d10b"
"9530068E07Rik"	1.97491927833185e-07	0.262350028234561	0.52	0.496	0.00613271683500388	"5"	"9530068E07Rik"
"Chd4"	2.2611016878189e-07	0.657690632757616	0.481	0.487	0.00702139907118403	"5"	"Chd4"
"Plcb2"	2.2906742682062e-07	0.315081854966025	0.453	0.185	0.00711323080506072	"5"	"Plcb2"
"Hmgb1"	2.45211127750026e-07	0.716490352418288	0.963	0.861	0.00761454115002156	"5"	"Hmgb1"
"Gnb2"	2.4543250326565e-07	0.7333647439105	0.867	0.791	0.00762141552390824	"5"	"Gnb2"
"Lrrfip2"	2.63506158794226e-07	0.481576490346039	0.712	0.573	0.00818265674903709	"5"	"Lrrfip2"
"Rps15"	2.85489805405668e-07	0.750566668862389	0.926	0.861	0.0088653149272622	"5"	"Rps15"
"Snrpe"	2.86701703492767e-07	0.591029041224771	0.872	0.798	0.00890294799856089	"5"	"Snrpe"
"Nedd8"	2.8729450610496e-07	0.569812504843308	0.992	0.885	0.00892135629807733	"5"	"Nedd8"
"Yy1"	2.98795972317217e-07	0.454211135434736	0.508	0.52	0.00927851132836653	"5"	"Yy1"
"Igf1"	3.12515470254093e-07	0.312032515099304	0.942	0.804	0.00970454289780035	"5"	"Igf1"
"Atp6v0b"	3.52161390647732e-07	0.258391603880112	0.689	0.864	0.010935667663784	"5"	"Atp6v0b"
"Plxna1"	3.59571795181922e-07	0.313344868062396	0.528	0.309	0.0111657829557842	"5"	"Plxna1"
"Nars"	3.93247887166168e-07	0.48194795775216	0.6	0.671	0.012211526640171	"5"	"Nars"
"Mtm1"	3.97571152132061e-07	0.368659188476947	0.471	0.437	0.0123457769871569	"5"	"Mtm1"
"Celf1"	4.06843503998273e-07	0.327085368434773	0.475	0.44	0.0126337113296584	"5"	"Celf1"
"Cacybp"	4.16645972448394e-07	0.300117940060088	0.847	0.729	0.01293810738244	"5"	"Cacybp"
"AW112010"	4.55627091185784e-07	0.738329755773611	0.801	0.785	0.0141485880625921	"5"	"AW112010"
"Arhgap6"	4.59191379653634e-07	0.263414906376278	0.587	0.444	0.0142592699123843	"5"	"Arhgap6"
"Ddx10"	4.67504873259631e-07	0.347989344026917	0.542	0.352	0.0145174288293313	"5"	"Ddx10"
"Bak1"	4.87804502862662e-07	0.418795798119794	0.484	0.438	0.0151477932273942	"5"	"Bak1"
"Ube2q1"	5.20101000038907e-07	0.344364464040508	0.532	0.354	0.0161506963542082	"5"	"Ube2q1"
"Rnaseh2c"	5.24058401929207e-07	0.280091908762201	0.879	0.686	0.0162735855551077	"5"	"Rnaseh2c"
"Blvra"	5.49614187429557e-07	0.536102259432855	0.723	0.621	0.01706716936225	"5"	"Blvra"
"3110062M04Rik"	5.64556661921629e-07	0.351488694227462	0.549	0.395	0.0175311780226523	"5"	"3110062M04Rik"
"Hnrnph2"	6.02686767102647e-07	0.405804852131375	0.657	0.523	0.0187152321788385	"5"	"Hnrnph2"
