"","Combined_Module"
"Cnep1r1","5"
"Heatr3","5"
"Brd7","5"
"Cyld","5"
"Aktip","5"
"Rpgrip1l","5"
"Nudt21","5"
"Ogfod1","5"
"Bbs2","5"
"Nup93","5"
"Herpud1","5"
"Cpne2","5"
"Fam192a","5"
"Rspry1","5"
"Arl2bp","5"
"Pllp","5"
"Ciapin1","5"
"Coq9","5"
"Polr2c","5"
"Adgrg1","5"
"Usb1","5"
"Cfap20","5"
"Gins3","5"
"Setd6","5"
"Slc38a7","5"
"Got2","5"
"Tk2","5"
"Dync1li2","5"
"Nae1","5"
"Fam96b","5"
"Ces2e","5"
"Ces2g","5"
"Cbfb","5"
"Tradd","5"
"Fbxl8","5"
"Hsf4","5"
"4931428F04Rik","5"
"E2f4","5"
"Elmo3","5"
"Lrrc29","5"
"Atp6v0d1","5"
"Ripor1","5"
"Acd","5"
"Pard6a","5"
"Enkd1","5"
"Gfod2","5"
"Cenpt","5"
"Thap11","5"
"Nutf2","5"
"Pskh1","5"
"Psmb10","5"
"Slc12a4","5"
"Dus2","5"
"Ddx28","5"
"Esrp2","5"
"Pla2g15","5"
"Slc7a6os","5"
"Prmt7","5"
"Smpd3","5"
"Zfp90","5"
"Tango6","5"
"Chtf8","5"
"Utp4","5"
"Sntb2","5"
"Vps4a","5"
"Cog8","5"
"Nip7","5"
"Nob1","5"
"Wwp2","5"
"Psmd7","5"
"Txnl4b","5"
"Dhodh","5"
"Ist1","5"
"Zfp821","5"
"Phlpp2","5"
"Tat","5"
"Zfp612","5"
"Cmtr2","5"
"Vac14","5"
"Sf3b3","5"
"Cog4","5"
"St3gal2","5"
"Ddx19a","5"
"Ddx19b","5"
"Mlkl","5"
"Zfp1","5"
"Bcar1","5"
"Cfdp1","5"
"Tmem170","5"
"Adat1","5"
"Kars","5"
"Terf2ip","5"
"Gm6793","5"
"Wwox","5"
"Bco1","5"
"Sdr42e1","5"
"Gm38416","5"
"Hsd17b2","5"
"Mphosph6","5"
"Mlycd","5"
"Hsdl1","5"
"Tldc1","5"
"Klhl36","5"
"Zdhhc7","5"
"6430548M08Rik","5"
"1190005I06Rik","5"
"Emc8","5"
"Mthfsd","5"
"Fbxo31","5"
"Map1lc3b","5"
"Klhdc4","5"
"Slc7a5","5"
"Banp","5"
"Rnf166","5"
"Ctu2","5"
"Aprt","5"
"Galns","5"
"Trappc2l","5"
"Acsf3","5"
"Spg7","5"
"Chmp1a","5"
"Cdk10","5"
"Vps9d1","5"
"Zfp276","5"
"Spire2","5"
"Tcf25","5"
"Def8","5"
"Afg3l1","5"
"Gas8","5"
"Nup133","5"
"Taf5l","5"
"Galnt2","5"
"Cog2","5"
"Agt","5"
"2310022B05Rik","5"
"Ttc13","5"
"Arv1","5"
"2810004N23Rik","5"
"Gnpat","5"
"Sprtn","5"
"Tsnax","5"
"Ntpcr","5"
"Map3k21","5"
"Tomm20","5"
"Rbm34","5"
"Nrp1","5"
"2610044O15Rik8","5"
"Gm32856","5"
"Abhd6","5"
"Rpp14","5"
"Pxk","5"
"Pdhb","5"
"Kctd6","5"
"Acox2","5"
"Gm3839","5"
"3830406C13Rik","5"
"Psmd6","5"
"Oxsm","5"
"Ngly1","5"
"Nr1d2","5"
"Nkiras1","5"
"Ube2e1","5"
"Rtraf","5"
"Saysd1","5"
"Ecd","5"
"Fam149b","5"
"Anxa7","5"
"Mss51","5"
"2810402E24Rik","5"
"Camk2g","5"
"Vcl","5"
"Ap3m1","5"
"Adk","5"
"Vdac2","5"
"Comtd1","5"
"Dlg5","5"
"Polr3a","5"
"Ppif","5"
"Anxa11","5"
"Arf4","5"
"Pde12","5"
"Appl1","5"
"Il17rd","5"
"Ccdc66","5"
"Erc2","5"
"Wnt5a","5"
"Selenok","5"
"Actr8","5"
"Il17rb","5"
"Tkt","5"
"Prkcd","5"
"Rft1","5"
"Sfmbt1","5"
"Tmem110","5"
"Itih1","5"
"Spcs1","5"
"Glt8d1","5"
"Gnl3","5"
"Phf7","5"
"Bap1","5"
"Sh3bp5","5"
"Mettl6","5"
"Btd","5"
"D830044D21Rik","5"
"Dph3","5"
"Oxnad1","5"
"Ncoa4","5"
"Arhgap22","5"
"Fam35a","5"
"Glud1","5"
"A930038B10Rik","5"
"Ccser2","5"
"Ghitm","5"
"Tspan14","5"
"Ero1l","5"
"Psmc6","5"
"Styx","5"
"Gnpnat1","5"
"Fermt2","5"
"Gm49123","5"
"Gm49124","5"
"Bmp4","5"
"Gmfb","5"
"Cgrrf1","5"
"Samd4","5"
"Gch1","5"
"Lgals3","5"
"Atg14","5"
"Peli2","5"
"Tmem260","5"
"Exoc5","5"
"Ap5m1","5"
"Ttc5","5"
"Parp2","5"
"Gm26782","5"
"Osgep","5"
"Apex1","5"
"Tmem55b","5"
"Pnp","5"
"Mettl17","5"
"Hnrnpc","5"
"Rpgrip1","5"
"Supt16","5"
"Tox4","5"
"Mettl3","5"
"Dad1","5"
"Abhd4","5"
"Oxa1l","5"
"Slc7a7","5"
"Mmp14","5"
"Lrp10","5"
"Prmt5","5"
"Haus4","5"
"Ajuba","5"
"4931414P19Rik","5"
"Psmb5","5"
"Acin1","5"
"Homez","5"
"Ppp1r3e","5"
"Pabpn1","5"
"Ngdn","5"
"Thtpa","5"
"Ap1g2","5"
"Dhrs4","5"
"Pck2","5"
"Dcaf11","5"
"Emc9","5"
"Irf9","5"
"Tm9sf1","5"
"Mdp1","5"
"Gmpr2","5"
"Tinf2","5"
"Rabggta","5"
"Dhrs1","5"
"Nop9","5"
"Sdr39u1","5"
"Mphosph8","5"
"Pspc1","5"
"Zmym5","5"
"Gjb2","5"
"Ift88","5"
"Zdhhc20","5"
"Micu2","5"
"Rcbtb1","5"
"Cdadc1","5"
"Gm49336","5"
"Mtmr6","5"
"Mipep","5"
"Kpna3","5"
"Spryd7","5"
"Trim13","5"
"Ctsb","5"
"Mtmr9","5"
"Pinx1","5"
"Hmbox1","5"
"Ints9","5"
"Elp3","5"
"Ccdc25","5"
"Ephx2","5"
"Bnip3l","5"
"Ppp2r2a","5"
"Dock5","5"
"Slc25a37","5"
"Gm16867","5"
"R3hcc1","5"
"Chmp7","5"
"Tnfrsf10b","5"
"Bin3","5"
"Sorbs3","5"
"AC151836.1","5"
"Ppp3cc","5"
"Polr3d","5"
"Lgi3","5"
"Reep4","5"
"Nudt18","5"
"Rcbtb2","5"
"Rb1","5"
"Lpar6","5"
"Itm2b","5"
"Med4","5"
"Sucla2","5"
"Lrch1","5"
"Lcp1","5"
"Slc25a30","5"
"Gm4285","5"
"Tpt1","5"
"Gtf2f2","5"
"Gpalpp1","5"
"Nufip1","5"
"Tsc22d1","5"
"Lacc1","5"
"Naa16","5"
"Mtrf1","5"
"Wbp4","5"
"Elf1","5"
"Sugt1","5"
"Tdrd3","5"
"Mzt1","5"
"Dis3","5"
"Pibf1","5"
"Cln5","5"
"Pou4f1","5"
"Rnf219","5"
"Ndfip2","5"
"Gm10076","5"
"Gpc6","5"
"Tgds","5"
"Gpr180","5"
"Abcc4","5"
"Dnajc3","5"
"Mbnl2","5"
"Ipo5","5"
"Stk24","5"
"Dock9","5"
"Ubac2","5"
"A330035P11Rik","5"
"Tm9sf2","5"
"Ggact","5"
"Tmtc4","5"
"Cwf19l2","5"
"Msantd4","5"
"Casp4","5"
"Dcun1d5","5"
"Tmem123","5"
"Birc3","5"
"Arhgap42","5"
"Mtmr2","5"
"Cep57","5"
"Fam76b","5"
"Cwc15","5"
"Ankrd49","5"
"Mre11a","5"
"Panx1","5"
"Med17","5"
"4931406C07Rik","5"
"Taf1d","5"
"Cep295","5"
"Smco4","5"
"Slc36a4","5"
"Chordc1","5"
"Zfp317","5"
"Zfp560","5"
"Zfp26","5"
"Zfp426","5"
"Zfp266","5"
"Zfp846","5"
"Fbxl12","5"
"Pin1","5"
"A230050P20Rik","5"
"Angptl6","5"
"Ppan","5"
"Eif3g","5"
"S1pr2","5"
"Fdx1l","5"
"1700084C06Rik","5"
"Cdc37","5"
"Gm16754","5"
"Keap1","5"
"S1pr5","5"
"Atg4d","5"
"Cdkn2d","5"
"Qtrt1","5"
"Tmed1","5"
"Yipf2","5"
"Timm29","5"
"Rab3d","5"
"Ccdc159","5"
"Swsap1","5"
"Rgl3","5"
"Prkcsh","5"
"Ecsit","5"
"Elof1","5"
"Acp5","5"
"Zfp809","5"
"Zfp810","5"
"Rp9","5"
"Herpud2","5"
"Sept7","5"
"Eepd1","5"
"Acad8","5"
"Vps26b","5"
"Ncapd3","5"
"Snx19","5"
"Zbtb44","5"
"Tmem45b","5"
"Dcps","5"
"Srpr","5"
"Foxred1","5"
"Fam118b","5"
"Rpusd4","5"
"Pus3","5"
"Hyls1","5"
"Stt3a","5"
"Ei24","5"
"Siae","5"
"Tbrg1","5"
"Gramd1b","5"
"Clmp","5"
"Hspa8","5"
"Oaf","5"
"Rnf26","5"
"C2cd2l","5"
"Dpagt1","5"
"H2afx","5"
"Hmbs","5"
"Hyou1","5"
"Trappc4","5"
"Ccdc84","5"
"BC049987","5"
"Arcn1","5"
"Ift46","5"
"Mpzl2","5"
"Cep164","5"
"Pcsk7","5"
"Pafah1b2","5"
"Apoa1","5"
"Zpr1","5"
"Bud13","5"
"Cadm1","5"
"Rexo2","5"
"Rbm7","5"
"Usp28","5"
"Zw10","5"
"Bco2","5"
"AU019823","5"
"Dlat","5"
"Fdxacb1","5"
"Alg9","5"
"Ppp2r1b","5"
"Rdx","5"
"Ddx10","5"
"Kdelc2","5"
"Atm","5"
"Acat1","5"
"Cul5","5"
"Idh3a","5"
"Dnaja4","5"
"Wdr61","5"
"Hykk","5"
"Psma4","5"
"Ube2q2","5"
"Fbxo22","5"
"Etfa","5"
"Scaper","5"
"Rcn2","5"
"Hmg20a","5"
"Imp3","5"
"Snupn","5"
"Neil1","5"
"Ppcdc","5"
"Scamp5","5"
"Fam219b","5"
"Mpi","5"
"Scamp2","5"
"Ulk3","5"
"Edc3","5"
"Clk3","5"
"Ubl7","5"
"Stoml1","5"
"Cd276","5"
"Nptn","5"
"Adpgk","5"
"Bbs4","5"
"Hexa","5"
"Parp6","5"
"9230112J17Rik","5"
"AC160562.1","5"
"Glce","5"
"Anp32a","5"
"Pias1","5"
"Map2k5","5"
"Aagab","5"
"Map2k1","5"
"Dis3l","5"
"Ints14","5"
"Hacd3","5"
"Parp16","5"
"Clpx","5"
"Kbtbd13","5"
"Mtfmt","5"
"Spg21","5"
"Rbpms2","5"
"Oaz2","5"
"Trip4","5"
"Ppib","5"
"Snx1","5"
"Dapk2","5"
"Usp3","5"
"Aph1b","5"
"Aph1c","5"
"Lactb","5"
"Tpm1","5"
"Rora","5"
"Ice2","5"
"Bnip2","5"
"Sltm","5"
"Polr2m","5"
"Myzap","5"
"Cgnl1","5"
"Ccpg1os","5"
"Ccpg1","5"
"Pigb","5"
"Rsl24d1","5"
"Fam214a","5"
"Arpp19","5"
"Leo1","5"
"Tmod3","5"
"Lysmd2","5"
"Fbxo9","5"
"Ick","5"
"C920006O11Rik","5"
"Mb21d1","5"
"Mto1","5"
"Eef1a1","5"
"Slc17a5","5"
"Tmem30a","5"
"Irak1bp1","5"
"Phip","5"
"Sh3bgrl2","5"
"Bckdhb","5"
"Ube2cbp","5"
"Pgm3","5"
"Cyb5r4","5"
"Nt5e","5"
"Snx14","5"
"Syncrip","5"
"Zfp949","5"
"Tmed3","5"
"Ctsh","5"
"Morf4l1","5"
"Plscr1","5"
"U2surp","5"
"Xrn1","5"
"Tfdp2","5"
"Atp1b3","5"
"Rnf7","5"
"Rasa2","5"
"Pxylp1","5"
"Spsb4","5"
"Nmnat3","5"
"Copb2","5"
"Faim","5"
"Cep70","5"
"Armc8","5"
"Dbr1","5"
"Nck1","5"
"Ppp2r3a","5"
"Cep63","5"
"Srprb","5"
"Gm20425","5"
"Trf","5"
"1300017J02Rik","5"
"Topbp1","5"
"Cdv3","5"
"Uba5","5"
"Acad11","5"
"Nek11","5"
"Aste1","5"
"D030055H07Rik","5"
"Ppm1m","5"
"Twf2","5"
"Alas1","5"
"Acy1","5"
"Abhd14a","5"
"Abhd14b","5"
"Pcbp4","5"
"Parp3","5"
"Rrp9","5"
"Tex264","5"
"Dcaf1","5"
"Manf","5"
"4930524O07Rik","5"
"Hemk1","5"
"6430571L13Rik","5"
"Tmem115","5"
"Cyb561d2","5"
"Nprl2","5"
"Rassf1","5"
"Tusc2","5"
"Hyal2","5"
"Hyal1","5"
"Ifrd2","5"
"Rbm6","5"
"Mon1a","5"
"Uba7","5"
"Gmppb","5"
"Mst1","5"
"Apeh","5"
"Nicn1","5"
"Amt","5"
"Tcta","5"
"Rhoa","5"
"Usp4","5"
"Ccdc71","5"
"Qars","5"
"Impdh2","5"
"4833445I07Rik","5"
"Dalrd3","5"
"Arih2","5"
"Slc25a20","5"
"Ip6k2","5"
"Slc26a6","5"
"Uqcrc1","5"
"Shisa5","5"
"Atrip","5"
"Tma7","5"
"Ccdc51","5"
"Fbxw15","5"
"Nme6","5"
"Cdc25a","5"
"Map4","5"
"Dhx30","5"
"Smarcc1","5"
"Elp6","5"
"Tmie","5"
"Rtp3","5"
"Ccrl2","5"
"Lrrfip2","5"
"Mlh1","5"
"Pdcd6ip","5"
"Crtap","5"
"Glb1","5"
"Cnot10","5"
"Dync1li1","5"
"Cmtm7","5"
"Cmtm8","5"
"Stt3b","5"
"Azi2","5"
"Vill","5"
"Myd88","5"
"Acaa1a","5"
"Xylb","5"
"Exog","5"
"Wdr48","5"
"Gorasp1","5"
"Slc25a38","5"
"Eif1b","5"
"Gm39460","5"
"Pomgnt2","5"
"Ano10","5"
"Abhd5","5"
"Tcaim","5"
"Gm9856","5"
"Tmem42","5"
"Zdhhc3","5"
"Cdcp1","5"
"Tmem158","5"
"Lars2","5"
"Sacm1l","5"
"Lztfl1","5"
"2010315B03Rik","5"
"Ppp2r3d","5"
"Drg1","5"
"Limk2","5"
"Rnf185","5"
"Selenom","5"
"Smtn","5"
"Tcn2","5"
"Pes1","5"
"Gal3st1","5"
"Mtfp1","5"
"Sec14l2","5"
"Rnf215","5"
"Sf3a1","5"
"Tbc1d10a","5"
"Gatsl3","5"
"Ascc2","5"
"Zmat5","5"
"Nf2","5"
"Nipsnap1","5"
"Thoc5","5"
"Gas2l1","5"
"Ewsr1","5"
"Rhbdd3","5"
"Gm11963","5"
"Xbp1","5"
"Ccdc117","5"
"Dbnl","5"
"Pold2","5"
"Ykt6","5"
"Ddx56","5"
"Tmed4","5"
"H2afv","5"
"Ccm2","5"
"Tbrg4","5"
"Igfbp1","5"
"Hus1","5"
"Upp1","5"
"Ddc","5"
"Sec61g","5"
"Ppp3r1","5"
"Wdr92","5"
"Pno1","5"
"Etaa1","5"
"Actr2","5"
"Rab1a","5"
"Cep68","5"
"Sertad2","5"
"Aftph","5"
"Lgalsl","5"
"Peli1","5"
"Ugp2","5"
"Tmem17","5"
"B3gnt2","5"
"Zrsr1","5"
"Cct4","5"
"Fam161a","5"
"Ahsa2","5"
"0610010F05Rik","5"
"Pus10","5"
"Papolg","5"
"Vrk2","5"
"Pnpt1","5"
"Ppp4r3b","5"
"Mtif2","5"
"Eml6","5"
"Asb3","5"
"Rhbdf1","5"
"Nprl3","5"
"Mpg","5"
"Ubtd2","5"
"Npm1","5"
"Rars","5"
"Mat2b","5"
"Nudcd2","5"
"Slu7","5"
"Ttc1","5"
"Adra1b","5"
"Ublcp1","5"
"Clint1","5"
"Lsm11","5"
"Med7","5"
"Rack1","5"
"Trim7","5"
"Irgm1","5"
"Zfp62","5"
"Mgat1","5"
"Mapk9","5"
"Mrnip","5"
"Sqstm1","5"
"Canx","5"
"Rufy1","5"
"Zfp2","5"
"Clk4","5"
"Phykpl","5"
"Hnrnpab","5"
"Nhp2","5"
"Rmnd5b","5"
"N4bp3","5"
"Cdkn2aipnl","5"
"Ube2b","5"
"Skp1a","5"
"Vdac1","5"
"9530068E07Rik","5"
"Hspa4","5"
"Zcchc10","5"
"Leap2","5"
"Shroom1","5"
"Kif3a","5"
"Rad50","5"
"Cdc42se2","5"
"Lyrm7","5"
"Hint1","5"
"Gpx3","5"
"Tnip1","5"
"Anxa6","5"
"Ccdc69","5"
"Gm2a","5"
"G3bp1","5"
"Fam114a2","5"
"Mfap3","5"
"Galnt10","5"
"Sap30l","5"
"Cnot8","5"
"Zfp692","5"
"Zfp39","5"
"Rnf187","5"
"Trim11","5"
"Iba57","5"
"Guk1","5"
"2310033P09Rik","5"
"Arf1","5"
"Snap47","5"
"Jmjd4","5"
"Zkscan17","5"
"Pld6","5"
"Flcn","5"
"Gm16062","5"
"Nt5m","5"
"Med9","5"
"Rai1","5"
"Atpaf2","5"
"Gid4","5"
"Drg2","5"
"Flii","5"
"Mief2","5"
"Shmt1","5"
"Dhrs7b","5"
"Tmem11","5"
"Map2k3os","5"
"Map2k3","5"
"Aldh3a2","5"
"Mapk7","5"
"B9d1","5"
"Prpsap2","5"
"Zswim7","5"
"Ttc19","5"
"Pigl","5"
"Cenpv","5"
"Ubb","5"
"Mmgt2","5"
"Tvp23b","5"
"Cox10","5"
"Elac2","5"
"Map2k4","5"
"Zkscan6","5"
"Tmem220","5"
"Adprm","5"
"Sco1","5"
"Glp2r","5"
"Ndel1","5"
"Rangrf","5"
"Ctc1","5"
"Borcs6","5"
"Tmem107","5"
"Vamp2","5"
"Kcnab3","5"
"Cyb5d1","5"
"Wrap53","5"
"Trp53","5"
"Mpdu1","5"
"Cd68","5"
"Eif4a1","5"
"Tnfsfm13","5"
"Tnfsf13","5"
"Plscr3","5"
"Kctd11","5"
"Gps2","5"
"Eif5a","5"
"Elp5","5"
"Gabarap","5"
"Phf23","5"
"Dvl2","5"
"Acadvl","5"
"Asgr2","5"
"Slc16a11","5"
"Gm21988","5"
"Pelp1","5"
"Arrb2","5"
"Gltpd2","5"
"Psmb6","5"
"Slc25a11","5"
"Rnf167","5"
"Pfn1","5"
"Spag7","5"
"Inca1","5"
"Rabep1","5"
"Nup88","5"
"C1qbp","5"
"Derl2","5"
"Mis12","5"
"Med31","5"
"Mybbp1a","5"
"Ube2g1","5"
"Cyb5d2","5"
"Ncbp3","5"
"Itgae","5"
"Tax1bp3","5"
"Ctns","5"
"Rap1gap2","5"
"Pafah1b1","5"
"Mettl16","5"
"Tsr1","5"
"Dph1","5"
"Rtn4rl1","5"
"Rpa1","5"
"Smyd4","5"
"Serpinf2","5"
"Rilp","5"
"Inpp5k","5"
"Crk","5"
"Ywhae","5"
"Rph3al","5"
"Vps53","5"
"Fam57a","5"
"Gemin4","5"
"Mrm3","5"
"Nxn","5"
"Timm22","5"
"Gosr1","5"
"Blmh","5"
"Nsrp1","5"
"Trp53i13","5"
"Dhrs13","5"
"Flot2","5"
"Eral1","5"
"Fam222b","5"
"Traf4","5"
"Tlcd1","5"
"Rab34","5"
"Sdf2","5"
"Aldoc","5"
"Pigs","5"
"Slc46a1","5"
"Tmem199","5"
"Poldip2","5"
"Tnfaip1","5"
"Ift20","5"
"Tmem97","5"
"Lgals9","5"
"Nf1","5"
"Utp6","5"
"Crlf3","5"
"Adap2","5"
"Rnf135","5"
"Rhot1","5"
"Zfp207","5"
"Psmd11","5"
"Myo1d","5"
"Tmem98","5"
"Cct6b","5"
"Zfp830","5"
"Rffl","5"
"Rad51d","5"
"Nle1","5"
"Pex12","5"
"Mmp28","5"
"Taf15","5"
"Hnf1b","5"
"Ddx52","5"
"Tada2a","5"
"Aatf","5"
"Dhrs11","5"
"Ggnbp2","5"
"Pigw","5"
"Znhit3","5"
"Appbp2","5"
"Ppm1d","5"
"Brip1os","5"
"Rnft1","5"
"Tubd1","5"
"Vmp1","5"
"Ptrh2","5"
"Dhx40","5"
"Ypel2","5"
"Gdpd1","5"
"Smg8","5"
"Trim37","5"
"Supt4a","5"
"Mks1","5"
"Vezf1","5"
"Scpep1","5"
"Coil","5"
"Stxbp4","5"
"Cox11","5"
"Tom1l1","5"
"Utp18","5"
"Nme2","5"
"Nme1","5"
"Tob1","5"
"Luc7l3","5"
"Ankrd40","5"
"Abcc3","5"
"Rsad1","5"
"Lrrc59","5"
"Pdk2","5"
"Dlx3","5"
"Dlx4","5"
"Dlx4os","5"
"Slc35b1","5"
"Spop","5"
"Phb","5"
"Snx11","5"
"Cbx1","5"
"Cdk5rap3","5"
"Pnpo","5"
"Sp2","5"
"Scrn2","5"
"Tbkbp1","5"
"Epop","5"
"Cisd3","5"
"Pcgf2","5"
"Psmb3","5"
"Cwc25","5"
"Fbxl20","5"
"Stard3","5"
"Pgap3","5"
"Mien1","5"
"Grb7","5"
"Ormdl3","5"
"Psmd3","5"
"Thra","5"
"Rara","5"
"Igfbp4","5"
"Eif1","5"
"P3h4","5"
"Nt5c3b","5"
"Klhl11","5"
"Cnp","5"
"Dnajc7","5"
"Nkiras2","5"
"Kat2a","5"
"Rab5c","5"
"Ghdc","5"
"Naglu","5"
"Coasy","5"
"Mlx","5"
"Tubg1","5"
"Plekhh3","5"
"Ezh1","5"
"Ramp2","5"
"Wnk4","5"
"Becn1","5"
"Psme3","5"
"G6pc","5"
"Aarsd1","5"
"Rundc1","5"
"Vat1","5"
"Rdm1","5"
"Dhx8","5"
"Dusp3","5"
"Nags","5"
"Gm11586","5"
"Tmem101","5"
"Lsm12","5"
"G6pc3","5"
"Tmub2","5"
"Ubtf","5"
"Slc25a39","5"
"Grn","5"
"Gpatch8","5"
"Ccdc43","5"
"Eftud2","5"
"Dcakd","5"
"Nmt1","5"
"Acbd4","5"
"Hexim2","5"
"Gosr2","5"
"Arf2","5"
"Cdc27","5"
"Mettl2","5"
"1700052K11Rik","5"
"Tlk2","5"
"Tanc2","5"
"Cyb561","5"
"Dcaf7","5"
"Taco1","5"
"Limd2","5"
"Strada","5"
"Ccdc47","5"
"Ftsj3","5"
"Psmc5","5"
"Smarcd2","5"
"Polg2","5"
"Ddx5","5"
"Cep95","5"
"Kpna2","5"
"Nol11","5"
"Psmd12","5"
"Apoh","5"
"Amz2","5"
"Slc16a6","5"
"Arsg","5"
"Wipi1","5"
"Prkar1a","5"
"Fam20a","5"
"Abca6","5"
"Abca5","5"
"Map2k6","5"
"2610035D17Rik","5"
"Slc39a11","5"
"Sstr2","5"
"Cog1","5"
"Fam104a","5"
"D11Wsu47e","5"
"Slc9a3r1","5"
"Nat9","5"
"Tmem104","5"
"Fdxr","5"
"Fads6","5"
"Hid1","5"
"Jpt1","5"
"Nup85","5"
"Mif4gd","5"
"Slc25a19","5"
"Tsen54","5"
"Llgl2","5"
"Sap30bp","5"
"Galk1","5"
"Wbp2","5"
"Trim47","5"
"Acox1","5"
"Ten1","5"
"Srp68","5"
"Exoc7","5"
"Ubald2","5"
"Prpsap1","5"
"1810032O08Rik","5"
"Jmjd6","5"
"Mettl23","5"
"Srsf2","5"
"Mfsd11","5"
"Sec14l1","5"
"Tmc6","5"
"Syngr2","5"
"Tha1","5"
"Pgs1","5"
"Usp36","5"
"Lgals3bp","5"
"Cant1","5"
"C1qtnf1","5"
"Engase","5"
"Cbx8","5"
"Tbc1d16","5"
"Gaa","5"
"Eif4a3","5"
"Slc26a11","5"
"Endov","5"
"Chmp6","5"
"Baiap2","5"
"Tepsin","5"
"Slc38a10","5"
"Actg1","5"
"Faap100","5"
"Oxld1","5"
"Ccdc137","5"
"Arl16","5"
"Slc25a10","5"
"Gcgr","5"
"Mcrip1","5"
"P4hb","5"
"Arhgdia","5"
"Npb","5"
"Pcyt2","5"
"Sirt7","5"
"Pycr1","5"
"Aspscr1","5"
"Lrrc45","5"
"Rfng","5"
"Gps1","5"
"Dus1l","5"
"Csnk1d","5"
"Ogfod3","5"
"BC017643","5"
"Narf","5"
"Wdr45b","5"
"Tbcd","5"
"B3gntl1","5"
"Metrnl","5"
"Gdi2","5"
"Fam208b","5"
"Asb13","5"
"Net1","5"
"Akr1c13","5"
"Akr1c12","5"
"Akr1c20","5"
"Pitrm1","5"
"Gtpbp4","5"
"Zmynd11","5"
"Heatr1","5"
"Lgals8","5"
"Ero1lb","5"
"B3galnt2","5"
"Tbce","5"
"Ggps1","5"
"Arid4b","5"
"AW209491","5"
"Sugct","5"
"Mplkip","5"
"Rala","5"
"Yae1d1","5"
"Vps41","5"
"Stard3nl","5"
"Trim27","5"
"Zscan12","5"
"Zkscan3","5"
"Nkapl","5"
"Prss16","5"
"Zfp322a","5"
"Abt1","5"
"Hfe","5"
"Hist1h1c","5"
"Slc17a3","5"
"Slc17a1","5"
"Slc17a4","5"
"Tdp2","5"
"Aldh5a1","5"
"Mrs2","5"
"Cdkal1","5"
"E2f3","5"
"Agtr1a","5"
"Gmds","5"
"Wrnip1","5"
"Serpinb6a","5"
"Tubb2a","5"
"Psmg4","5"
"Pxdc1","5"
"Eci2","5"
"Cdyl","5"
"Rpp40","5"
"Ppp1r3g","5"
"Lyrm4","5"
"Fars2","5"
"Nrn1","5"
"Ssr1","5"
"Riok1","5"
"Snrnp48","5"
"Txndc5","5"
"Bloc1s5","5"
"Slc35b3","5"
"Pak1ip1","5"
"Smim13","5"
"Hivep1","5"
"Tbc1d7","5"
"Sirt5","5"
"Nol7","5"
"Dtnbp1","5"
"Nhlrc1","5"
"Dek","5"
"Fam120aos","5"
"Card19","5"
"Ippk","5"
"Nol8","5"
"Iars","5"
"Spin1","5"
"Cks2","5"
"Secisbp2","5"
"Auh","5"
"Nfil3","5"
"Sptlc1","5"
"Sfxn1","5"
"Thoc3","5"
"Simc1","5"
"4833439L19Rik","5"
"Arl10","5"
"Nop16","5"
"Cltb","5"
"Faf2","5"
"Uimc1","5"
"Rab24","5"
"Prelid1","5"
"Lman2","5"
"Grk6","5"
"Pdlim7","5"
"Ddx41","5"
"Tmed9","5"
"B4galt7","5"
"Caml","5"
"Ddx46","5"
"B230219D22Rik","5"
"Txndc15","5"
"H2afy","5"
"Fbxl21","5"
"Gm48441","5"
"Gkap1","5"
"2210016F16Rik","5"
"Hnrnpk","5"
"Rmi1","5"
"Agtpbp1","5"
"Naa35","5"
"Golm1","5"
"Isca1","5"
"Etohd2","5"
"Gm49359","5"
"2010111I01Rik","5"
"Fancc","5"
"Ercc6l2","5"
"Zfp367","5"
"1810034E14Rik","5"
"Aaed1","5"
"Ctsl","5"
"Cdk20","5"
"Mfsd14b","5"
"Mterf3","5"
"Ptdss1","5"
"Rsl1","5"
"Zfp457","5"
"Zfp429","5"
"Zfp874a","5"
"Zfp58","5"
"Zfp748","5"
"Zfp729b","5"
"Zfp729a","5"
"Mtrr","5"
"Fastkd3","5"
"Nsun2","5"
"Srd5a1","5"
"Med10","5"
"Clptm1l","5"
"Brd9","5"
"Exoc3","5"
"Sdha","5"
"Ccdc127","5"
"E430024I08Rik","5"
"Zfp825","5"
"Gm47467","5"
"Erap1","5"
"Cast","5"
"Ell2","5"
"Rhobtb3","5"
"Rfesd","5"
"Arsk","5"
"Ttc37","5"
"Slf1","5"
"Fam172a","5"
"Adgrv1","5"
"Lysmd3","5"
"Polr3g","5"
"Tmem161b","5"
"Ccnh","5"
"Xrcc4","5"
"Tmem167","5"
"Atg10","5"
"4833422C13Rik","5"
"Acot12","5"
"Zcchc9","5"
"Zfyve16","5"
"Papd4","5"
"Bhmt2","5"
"Arsb","5"
"Lhfpl2","5"
"Scamp1","5"
"Ap3b1","5"
"Wdr41","5"
"Zbed3","5"
"Aggf1","5"
"F2r","5"
"Polk","5"
"Nsa2","5"
"Gfm2","5"
"Hexb","5"
"Gm10260","5"
"Utp15","5"
"Ankra2","5"
"Btf3","5"
"Fcho2","5"
"Ptcd2","5"
"Mccc2","5"
"Serf1","5"
"Smn1","5"
"Naip2","5"
"Ocln","5"
"Marveld2","5"
"Rad17","5"
"Taf9","5"
"Ccdc125","5"
"Cdk7","5"
"Slc30a5","5"
